round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,first_neuron
30,0.02690468728542328,0.0051282052882015705,0.03160998970270157,0.0,10,0.2,12
30,0.02502627670764923,0.0051282052882015705,0.03227832540869713,0.0,10,0.2,24
30,0.023901017382740974,0.0051282052882015705,0.032153453677892685,0.0,10,0.2,48
30,0.029214218258857727,0.0051282052882015705,0.032408591359853745,0.0,10,0.4,12
30,0.028303872793912888,0.0051282052882015705,0.031616970896720886,0.0,10,0.4,24
30,0.02632325515151024,0.0051282052882015705,0.03216766193509102,0.0,10,0.4,48
30,0.025811385363340378,0.0051282052882015705,0.02970484085381031,0.0,20,0.2,12
30,0.026842353865504265,0.0051282052882015705,0.02972858026623726,0.0,20,0.2,24
30,0.025518177077174187,0.0051282052882015705,0.030134491622447968,0.0,20,0.2,48
30,0.027075668796896935,0.0051282052882015705,0.03084091655910015,0.0,20,0.4,12
30,0.02635418064892292,0.0051282052882015705,0.03093666397035122,0.0,20,0.4,24
30,0.02679421566426754,0.0051282052882015705,0.030751418322324753,0.0,20,0.4,48
30,0.02782701887190342,0.0051282052882015705,0.03300074115395546,0.0,30,0.2,12
30,0.02719710022211075,0.0051282052882015705,0.029776107519865036,0.0,30,0.2,24
30,0.025972997769713402,0.0051282052882015705,0.030290989205241203,0.0,30,0.2,48
30,0.028865663334727287,0.0051282052882015705,0.03264887258410454,0.0,30,0.4,12
30,0.02780398353934288,0.0051282052882015705,0.03187715634703636,0.0,30,0.4,24
30,0.027659976854920387,0.0051282052882015705,0.032205190509557724,0.0,30,0.4,48
